,Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
3220,3221,38,Female,Accessories,29,M,Blue,Fall,4.1,No,PayPal,No,No,16,Monthly
3221,3222,21,Female,Clothing,76,M,Yellow,Winter,3.2,No,Credit Card,No,No,28,Annually
3222,3223,45,Female,Accessories,84,S,Maroon,Fall,4.6,No,Debit Card,No,No,22,Quarterly
3223,3224,68,Female,Clothing,65,S,Gray,Spring,3.9,No,PayPal,No,No,36,Bi-Weekly
3224,3225,37,Female,Clothing,80,L,Indigo,Winter,2.7,No,Cash,No,No,18,Monthly
3225,3226,53,Female,Clothing,98,M,Pink,Fall,3.0,No,Credit Card,No,No,31,Weekly
3226,3227,57,Female,Footwear,71,XL,Beige,Spring,3.3,No,Debit Card,No,No,38,Fortnightly
3227,3228,28,Female,Accessories,69,XL,White,Fall,2.7,No,Credit Card,No,No,42,Quarterly
3228,3229,37,Female,Accessories,95,M,Yellow,Spring,4.6,No,Credit Card,No,No,27,Annually
3229,3230,54,Female,Clothing,67,M,Teal,Fall,2.7,No,Debit Card,No,No,24,Monthly
3230,3231,49,Female,Footwear,49,M,Olive,Summer,2.5,No,Venmo,No,No,38,Annually
3231,3232,62,Female,Footwear,97,M,Maroon,Winter,4.4,No,PayPal,No,No,9,Annually
3232,3233,45,Female,Clothing,34,M,White,Spring,4.0,No,PayPal,No,No,19,Monthly
3233,3234,45,Female,Accessories,74,M,Lavender,Fall,3.8,No,Credit Card,No,No,11,Bi-Weekly
3234,3235,49,Female,Accessories,96,M,Black,Winter,2.5,No,Bank Transfer,No,No,16,Quarterly
3235,3236,27,Female,Accessories,68,M,Green,Summer,4.0,No,Venmo,No,No,18,Monthly
3236,3237,63,Female,Accessories,84,L,Olive,Fall,4.1,No,Venmo,No,No,8,Monthly
3237,3238,61,Female,Clothing,57,M,Gray,Summer,2.8,No,Bank Transfer,No,No,4,Weekly
3238,3239,25,Female,Footwear,84,XL,Teal,Fall,3.4,No,PayPal,No,No,37,Quarterly
3239,3240,33,Female,Accessories,32,M,Charcoal,Fall,2.7,No,Credit Card,No,No,30,Monthly
3240,3241,56,Female,Footwear,37,M,Violet,Fall,3.8,No,Credit Card,No,No,37,Monthly
3241,3242,50,Female,Accessories,58,M,Lavender,Summer,4.4,No,Credit Card,No,No,30,Quarterly
3242,3243,45,Female,Clothing,74,S,Beige,Fall,2.8,No,Cash,No,No,17,Weekly
3243,3244,45,Female,Clothing,99,L,Black,Summer,5.0,No,Venmo,No,No,11,Every 3 Months
3244,3245,65,Female,Clothing,81,M,Black,Fall,4.7,No,Bank Transfer,No,No,42,Annually
3245,3246,63,Female,Clothing,76,M,Purple,Fall,3.2,No,PayPal,No,No,20,Weekly
3246,3247,70,Female,Footwear,98,M,Magenta,Summer,2.9,No,Venmo,No,No,37,Monthly
3247,3248,53,Female,Accessories,91,M,Teal,Summer,3.7,No,Venmo,No,No,12,Fortnightly
3248,3249,22,Female,Clothing,79,S,Teal,Summer,4.2,No,Venmo,No,No,41,Quarterly
3249,3250,26,Female,Accessories,83,M,Pink,Summer,3.4,No,Credit Card,No,No,32,Quarterly
3250,3251,23,Female,Outerwear,90,M,Teal,Spring,2.9,No,Cash,No,No,15,Weekly
3251,3252,25,Female,Outerwear,20,M,Gold,Winter,3.7,No,Debit Card,No,No,39,Quarterly
3252,3253,69,Female,Footwear,21,L,Brown,Spring,2.7,No,Bank Transfer,No,No,48,Fortnightly
3253,3254,36,Female,Accessories,60,M,Brown,Fall,3.2,No,Debit Card,No,No,8,Fortnightly
3254,3255,21,Female,Clothing,31,S,Magenta,Winter,4.9,No,Venmo,No,No,11,Every 3 Months
3255,3256,57,Female,Clothing,40,M,Black,Fall,2.8,No,Cash,No,No,36,Monthly
3256,3257,60,Female,Accessories,26,L,Teal,Winter,4.7,No,Cash,No,No,50,Every 3 Months
3257,3258,44,Female,Clothing,98,M,Brown,Fall,3.3,No,PayPal,No,No,39,Every 3 Months
3258,3259,31,Female,Footwear,51,M,Magenta,Spring,4.3,No,Debit Card,No,No,11,Bi-Weekly
3259,3260,57,Female,Accessories,95,XL,Indigo,Fall,3.7,No,PayPal,No,No,5,Every 3 Months
3260,3261,39,Female,Accessories,36,M,Violet,Summer,4.5,No,Bank Transfer,No,No,7,Annually
3261,3262,48,Female,Accessories,52,L,Cyan,Winter,3.4,No,Bank Transfer,No,No,50,Weekly
3262,3263,42,Female,Clothing,35,M,Violet,Spring,2.7,No,Cash,No,No,21,Every 3 Months
3263,3264,56,Female,Clothing,68,S,Black,Fall,4.4,No,PayPal,No,No,31,Fortnightly
3264,3265,28,Female,Clothing,50,S,Charcoal,Winter,4.0,No,PayPal,No,No,39,Bi-Weekly
3265,3266,40,Female,Accessories,100,M,White,Winter,3.2,No,Credit Card,No,No,28,Fortnightly
3266,3267,49,Female,Outerwear,74,S,Gray,Winter,4.2,No,Bank Transfer,No,No,33,Weekly
3267,3268,37,Female,Clothing,45,L,Pink,Winter,3.0,No,Debit Card,No,No,42,Quarterly
3268,3269,22,Female,Clothing,97,M,Cyan,Fall,2.8,No,Cash,No,No,5,Every 3 Months
3269,3270,27,Female,Clothing,60,M,Blue,Winter,4.9,No,Venmo,No,No,25,Monthly
3270,3271,59,Female,Clothing,25,M,Indigo,Winter,4.7,No,Cash,No,No,48,Annually
3271,3272,35,Female,Clothing,55,XL,Magenta,Spring,4.4,No,Debit Card,No,No,30,Weekly
3272,3273,58,Female,Footwear,99,M,Lavender,Winter,3.1,No,Bank Transfer,No,No,34,Quarterly
3273,3274,58,Female,Accessories,45,S,Orange,Summer,2.6,No,Credit Card,No,No,34,Every 3 Months
3274,3275,46,Female,Clothing,20,M,Cyan,Spring,3.9,No,Credit Card,No,No,14,Fortnightly
3275,3276,43,Female,Clothing,88,XL,Green,Summer,2.6,No,Venmo,No,No,2,Weekly
3276,3277,39,Female,Accessories,99,M,White,Summer,4.0,No,Credit Card,No,No,41,Every 3 Months
3277,3278,59,Female,Clothing,86,M,Blue,Spring,4.9,No,Cash,No,No,3,Monthly
3278,3279,59,Female,Clothing,70,M,Black,Summer,3.3,No,Debit Card,No,No,18,Weekly
3279,3280,59,Female,Accessories,50,S,Red,Fall,3.0,No,Credit Card,No,No,1,Fortnightly
3280,3281,45,Female,Accessories,57,L,Red,Winter,2.7,No,Credit Card,No,No,5,Monthly
3281,3282,27,Female,Clothing,69,L,Gold,Winter,3.1,No,Debit Card,No,No,41,Annually
3282,3283,24,Female,Clothing,94,M,Red,Fall,4.8,No,Bank Transfer,No,No,5,Monthly
3283,3284,47,Female,Outerwear,24,L,Purple,Spring,2.9,No,Credit Card,No,No,10,Every 3 Months
3284,3285,70,Female,Accessories,79,L,White,Spring,4.5,No,Debit Card,No,No,20,Annually
3285,3286,58,Female,Accessories,31,XL,Magenta,Fall,4.6,No,PayPal,No,No,11,Weekly
3286,3287,45,Female,Outerwear,67,L,Pink,Winter,5.0,No,Venmo,No,No,4,Fortnightly
3287,3288,24,Female,Clothing,63,L,Black,Spring,4.3,No,PayPal,No,No,38,Weekly
3288,3289,67,Female,Accessories,61,XL,White,Spring,4.9,No,Debit Card,No,No,19,Bi-Weekly
3289,3290,31,Female,Accessories,50,M,Maroon,Summer,4.0,No,Venmo,No,No,16,Every 3 Months
3290,3291,52,Female,Outerwear,82,L,Black,Spring,3.1,No,Bank Transfer,No,No,2,Monthly
3291,3292,29,Female,Accessories,51,L,Olive,Fall,2.6,No,Bank Transfer,No,No,11,Monthly
3292,3293,62,Female,Accessories,23,L,Gray,Spring,4.9,No,Debit Card,No,No,18,Fortnightly
3293,3294,19,Female,Outerwear,91,M,Gold,Spring,3.5,No,Bank Transfer,No,No,47,Fortnightly
3294,3295,62,Female,Clothing,60,S,Magenta,Spring,4.5,No,PayPal,No,No,15,Bi-Weekly
3295,3296,70,Female,Clothing,34,S,Lavender,Summer,2.8,No,PayPal,No,No,15,Weekly
3296,3297,20,Female,Clothing,23,M,Green,Spring,4.2,No,PayPal,No,No,47,Quarterly
3297,3298,67,Female,Accessories,82,M,Violet,Fall,4.1,No,Credit Card,No,No,47,Monthly
3298,3299,65,Female,Outerwear,73,M,Brown,Fall,3.5,No,PayPal,No,No,6,Every 3 Months
3299,3300,45,Female,Clothing,32,L,Teal,Spring,4.0,No,Bank Transfer,No,No,18,Monthly
3300,3301,26,Female,Accessories,80,M,Charcoal,Spring,4.0,No,Debit Card,No,No,40,Bi-Weekly
3301,3302,36,Female,Clothing,58,XL,Charcoal,Summer,2.5,No,PayPal,No,No,31,Fortnightly
3302,3303,36,Female,Clothing,82,XL,Beige,Winter,4.2,No,Venmo,No,No,31,Bi-Weekly
3303,3304,20,Female,Accessories,60,S,Turquoise,Summer,3.4,No,PayPal,No,No,4,Fortnightly
3304,3305,30,Female,Accessories,79,XL,Orange,Fall,4.8,No,Debit Card,No,No,36,Every 3 Months
3305,3306,34,Female,Clothing,41,L,Cyan,Summer,4.9,No,Bank Transfer,No,No,31,Bi-Weekly
3306,3307,63,Female,Outerwear,39,L,Orange,Summer,3.6,No,Cash,No,No,6,Fortnightly
3307,3308,18,Female,Accessories,36,S,Green,Winter,4.0,No,Credit Card,No,No,1,Monthly
3308,3309,55,Female,Clothing,70,M,Pink,Fall,2.6,No,Venmo,No,No,29,Monthly
3309,3310,48,Female,Accessories,47,M,Blue,Summer,3.1,No,Credit Card,No,No,19,Monthly
3310,3311,45,Female,Outerwear,27,M,Pink,Winter,3.6,No,Debit Card,No,No,12,Fortnightly
3311,3312,29,Female,Accessories,52,L,Blue,Summer,4.0,No,PayPal,No,No,18,Annually
3312,3313,55,Female,Footwear,75,L,Black,Summer,3.9,No,Venmo,No,No,45,Quarterly
3313,3314,55,Female,Accessories,30,XL,Black,Fall,3.9,No,Cash,No,No,45,Monthly
3314,3315,55,Female,Clothing,94,M,Violet,Spring,3.3,No,PayPal,No,No,8,Quarterly
3315,3316,48,Female,Accessories,68,S,Gold,Summer,2.9,No,Credit Card,No,No,4,Every 3 Months
3316,3317,42,Female,Clothing,45,M,Olive,Summer,3.1,No,Cash,No,No,5,Fortnightly
3317,3318,21,Female,Accessories,67,XL,Pink,Summer,4.7,No,Debit Card,No,No,30,Quarterly
3318,3319,45,Female,Outerwear,46,M,Olive,Summer,3.9,No,Venmo,No,No,15,Monthly
3319,3320,23,Female,Clothing,31,M,Indigo,Summer,4.3,No,Cash,No,No,17,Every 3 Months
3320,3321,66,Female,Clothing,44,XL,Silver,Fall,4.2,No,Cash,No,No,45,Every 3 Months
3321,3322,32,Female,Outerwear,100,S,Charcoal,Winter,4.3,No,Bank Transfer,No,No,3,Annually
3322,3323,52,Female,Clothing,92,XL,Orange,Winter,4.6,No,Credit Card,No,No,43,Weekly
3323,3324,54,Female,Accessories,78,M,Yellow,Winter,3.8,No,Venmo,No,No,4,Monthly
3324,3325,37,Female,Clothing,32,S,Red,Fall,3.3,No,Venmo,No,No,41,Weekly
3325,3326,29,Female,Footwear,97,M,Maroon,Fall,3.7,No,Debit Card,No,No,16,Monthly
3326,3327,47,Female,Accessories,95,M,Magenta,Summer,4.3,No,Cash,No,No,10,Annually
3327,3328,47,Female,Clothing,64,M,Black,Spring,4.1,No,Bank Transfer,No,No,2,Quarterly
3328,3329,42,Female,Footwear,35,M,Violet,Spring,3.2,No,Venmo,No,No,11,Bi-Weekly
3329,3330,34,Female,Accessories,54,M,Gray,Winter,3.8,No,Debit Card,No,No,1,Bi-Weekly
3330,3331,38,Female,Footwear,96,M,Black,Spring,3.2,No,PayPal,No,No,41,Quarterly
3331,3332,55,Female,Accessories,58,M,Pink,Summer,3.5,No,Debit Card,No,No,39,Quarterly
3332,3333,27,Female,Clothing,23,M,Silver,Summer,3.1,No,PayPal,No,No,1,Bi-Weekly
3333,3334,55,Female,Clothing,35,M,Violet,Spring,4.2,No,Debit Card,No,No,3,Monthly
3334,3335,66,Female,Clothing,23,M,Beige,Summer,3.4,No,Bank Transfer,No,No,21,Annually
3335,3336,44,Female,Accessories,94,XL,Cyan,Winter,3.5,No,Credit Card,No,No,48,Quarterly
3336,3337,39,Female,Clothing,45,M,Brown,Fall,4.0,No,Venmo,No,No,24,Annually
3337,3338,23,Female,Outerwear,23,L,Blue,Winter,4.4,No,Bank Transfer,No,No,45,Bi-Weekly
3338,3339,29,Female,Clothing,94,L,White,Winter,2.9,No,Venmo,No,No,46,Monthly
3339,3340,20,Female,Accessories,99,M,Cyan,Fall,3.6,No,Debit Card,No,No,35,Fortnightly
3340,3341,42,Female,Clothing,36,XL,Maroon,Fall,4.4,No,Credit Card,No,No,47,Fortnightly
3341,3342,55,Female,Outerwear,50,XL,Olive,Summer,4.5,No,Venmo,No,No,35,Monthly
3342,3343,66,Female,Outerwear,81,M,Violet,Spring,3.8,No,Credit Card,No,No,45,Weekly
3343,3344,24,Female,Clothing,31,XL,Green,Winter,3.6,No,Bank Transfer,No,No,6,Bi-Weekly
3344,3345,62,Female,Accessories,48,XL,Magenta,Fall,4.3,No,Debit Card,No,No,20,Annually
3345,3346,28,Female,Accessories,91,M,Turquoise,Summer,4.0,No,Cash,No,No,3,Bi-Weekly
3346,3347,30,Female,Clothing,99,M,Black,Summer,3.4,No,PayPal,No,No,30,Quarterly
3347,3348,22,Female,Footwear,70,XL,Cyan,Summer,4.4,No,Credit Card,No,No,28,Bi-Weekly
3348,3349,28,Female,Clothing,74,L,Gray,Winter,2.8,No,PayPal,No,No,15,Every 3 Months
3349,3350,35,Female,Accessories,79,M,Red,Fall,2.8,No,Cash,No,No,29,Quarterly
3350,3351,45,Female,Accessories,33,S,Olive,Fall,4.9,No,PayPal,No,No,15,Bi-Weekly
3351,3352,43,Female,Clothing,49,L,Cyan,Spring,4.2,No,Cash,No,No,18,Fortnightly
3352,3353,55,Female,Accessories,96,M,Teal,Summer,2.9,No,Credit Card,No,No,7,Bi-Weekly
3353,3354,31,Female,Clothing,66,L,Teal,Fall,4.6,No,Debit Card,No,No,19,Every 3 Months
3354,3355,42,Female,Clothing,45,M,Orange,Fall,2.8,No,Cash,No,No,15,Weekly
3355,3356,40,Female,Clothing,28,M,Peach,Spring,2.6,No,Debit Card,No,No,3,Bi-Weekly
3356,3357,39,Female,Clothing,48,M,Silver,Summer,3.5,No,Credit Card,No,No,13,Bi-Weekly
3357,3358,41,Female,Clothing,67,M,Pink,Winter,3.5,No,Venmo,No,No,37,Monthly
3358,3359,56,Female,Clothing,59,M,Magenta,Fall,3.4,No,Debit Card,No,No,26,Annually
3359,3360,43,Female,Accessories,74,L,Red,Fall,3.9,No,Credit Card,No,No,29,Monthly
3360,3361,22,Female,Outerwear,81,M,Maroon,Spring,3.3,No,Venmo,No,No,47,Every 3 Months
3361,3362,47,Female,Footwear,26,M,Silver,Spring,4.1,No,Credit Card,No,No,47,Bi-Weekly
3362,3363,50,Female,Accessories,61,M,Gray,Summer,3.0,No,Credit Card,No,No,48,Fortnightly
3363,3364,58,Female,Clothing,23,M,Turquoise,Winter,3.0,No,PayPal,No,No,46,Bi-Weekly
3364,3365,50,Female,Accessories,33,M,Peach,Fall,3.2,No,Cash,No,No,7,Monthly
3365,3366,43,Female,Clothing,58,L,Teal,Fall,3.9,No,Bank Transfer,No,No,45,Every 3 Months
3366,3367,38,Female,Accessories,65,M,Red,Spring,3.6,No,Venmo,No,No,47,Quarterly
3367,3368,44,Female,Clothing,48,M,Blue,Summer,3.1,No,Credit Card,No,No,6,Fortnightly
3368,3369,30,Female,Footwear,25,M,Blue,Spring,4.8,No,Cash,No,No,29,Every 3 Months
3369,3370,47,Female,Clothing,51,M,Indigo,Winter,3.8,No,Debit Card,No,No,42,Monthly
3370,3371,30,Female,Accessories,31,M,Charcoal,Summer,2.8,No,Venmo,No,No,46,Fortnightly
3371,3372,49,Female,Clothing,99,S,Turquoise,Winter,4.0,No,PayPal,No,No,28,Annually
3372,3373,56,Female,Clothing,25,M,Maroon,Winter,4.6,No,Credit Card,No,No,14,Every 3 Months
3373,3374,70,Female,Footwear,52,M,Purple,Spring,3.5,No,Debit Card,No,No,12,Every 3 Months
3374,3375,22,Female,Clothing,47,S,Lavender,Spring,3.7,No,Debit Card,No,No,41,Annually
3375,3376,51,Female,Footwear,98,XL,Yellow,Fall,4.9,No,Debit Card,No,No,8,Annually
3376,3377,22,Female,Accessories,46,M,Green,Winter,4.1,No,Credit Card,No,No,24,Quarterly
3377,3378,37,Female,Clothing,32,M,Yellow,Winter,4.6,No,Bank Transfer,No,No,18,Fortnightly
3378,3379,49,Female,Clothing,75,L,Gold,Fall,4.5,No,PayPal,No,No,6,Quarterly
3379,3380,61,Female,Accessories,51,L,Turquoise,Summer,5.0,No,Debit Card,No,No,40,Weekly
3380,3381,41,Female,Clothing,52,L,Blue,Summer,3.8,No,PayPal,No,No,6,Every 3 Months
3381,3382,57,Female,Accessories,66,L,Turquoise,Winter,4.7,No,Bank Transfer,No,No,27,Quarterly
3382,3383,34,Female,Clothing,35,M,Maroon,Spring,2.8,No,Bank Transfer,No,No,2,Weekly
3383,3384,27,Female,Outerwear,43,M,Pink,Fall,2.6,No,Credit Card,No,No,39,Bi-Weekly
3384,3385,39,Female,Clothing,24,L,Maroon,Summer,3.8,No,Credit Card,No,No,9,Quarterly
3385,3386,62,Female,Accessories,83,M,Olive,Winter,2.8,No,PayPal,No,No,16,Every 3 Months
3386,3387,34,Female,Clothing,62,M,Lavender,Fall,2.6,No,Debit Card,No,No,36,Quarterly
3387,3388,53,Female,Clothing,78,S,Pink,Spring,3.4,No,Venmo,No,No,2,Bi-Weekly
3388,3389,35,Female,Clothing,61,M,Cyan,Spring,4.5,No,Venmo,No,No,21,Weekly
3389,3390,38,Female,Clothing,57,L,Maroon,Fall,3.8,No,Credit Card,No,No,39,Annually
3390,3391,32,Female,Clothing,70,S,Red,Summer,3.0,No,Credit Card,No,No,38,Annually
3391,3392,47,Female,Clothing,57,M,Silver,Fall,3.7,No,Cash,No,No,6,Every 3 Months
3392,3393,53,Female,Accessories,74,XL,Blue,Winter,4.4,No,Credit Card,No,No,6,Bi-Weekly
3393,3394,60,Female,Clothing,90,M,Gold,Fall,3.1,No,PayPal,No,No,50,Monthly
3394,3395,31,Female,Footwear,98,S,Yellow,Spring,4.2,No,Cash,No,No,9,Annually
3395,3396,44,Female,Clothing,43,M,Silver,Winter,3.1,No,Debit Card,No,No,15,Every 3 Months
3396,3397,29,Female,Clothing,37,XL,Black,Winter,5.0,No,PayPal,No,No,5,Quarterly
3397,3398,19,Female,Clothing,38,L,Yellow,Summer,2.7,No,Bank Transfer,No,No,13,Bi-Weekly
3398,3399,54,Female,Clothing,60,L,Pink,Winter,3.8,No,Cash,No,No,44,Fortnightly
3399,3400,40,Female,Clothing,55,XL,Yellow,Winter,3.3,No,Debit Card,No,No,36,Annually
3400,3401,39,Female,Accessories,51,M,Lavender,Fall,4.8,No,Debit Card,No,No,18,Fortnightly
3401,3402,44,Female,Accessories,71,L,Peach,Winter,3.4,No,Venmo,No,No,39,Weekly
3402,3403,22,Female,Clothing,61,M,Black,Spring,4.4,No,Venmo,No,No,11,Every 3 Months
3403,3404,30,Female,Footwear,65,M,Olive,Summer,3.9,No,Credit Card,No,No,1,Bi-Weekly
3404,3405,69,Female,Accessories,34,L,Olive,Fall,3.9,No,Cash,No,No,34,Annually
3405,3406,28,Female,Clothing,87,M,White,Summer,4.2,No,Venmo,No,No,47,Bi-Weekly
3406,3407,57,Female,Clothing,79,M,Red,Spring,4.0,No,Venmo,No,No,24,Quarterly
3407,3408,46,Female,Clothing,46,S,Purple,Spring,2.6,No,Bank Transfer,No,No,20,Quarterly
3408,3409,48,Female,Clothing,72,L,Purple,Summer,4.4,No,PayPal,No,No,11,Annually
3409,3410,24,Female,Clothing,93,M,Teal,Summer,3.2,No,PayPal,No,No,3,Every 3 Months
3410,3411,50,Female,Footwear,76,L,Teal,Summer,4.3,No,PayPal,No,No,38,Bi-Weekly
3411,3412,29,Female,Footwear,56,L,Gray,Winter,4.9,No,Venmo,No,No,45,Weekly
3412,3413,61,Female,Footwear,83,M,Magenta,Fall,3.8,No,Credit Card,No,No,31,Quarterly
3413,3414,34,Female,Accessories,90,XL,Black,Winter,2.5,No,Cash,No,No,16,Bi-Weekly
3414,3415,27,Female,Footwear,94,M,Maroon,Spring,4.9,No,Venmo,No,No,3,Quarterly
3415,3416,38,Female,Clothing,68,M,Gold,Fall,3.0,No,Credit Card,No,No,15,Annually
3416,3417,25,Female,Footwear,53,M,Purple,Spring,3.2,No,PayPal,No,No,11,Every 3 Months
3417,3418,54,Female,Outerwear,35,M,Blue,Summer,2.9,No,PayPal,No,No,22,Fortnightly
3418,3419,53,Female,Outerwear,30,M,Beige,Summer,2.8,No,Cash,No,No,35,Annually
3419,3420,23,Female,Accessories,26,L,Indigo,Winter,3.1,No,Venmo,No,No,5,Bi-Weekly
3420,3421,19,Female,Accessories,60,M,Purple,Winter,3.4,No,Debit Card,No,No,35,Bi-Weekly
3421,3422,57,Female,Footwear,30,M,Maroon,Summer,2.9,No,PayPal,No,No,27,Weekly
3422,3423,19,Female,Outerwear,91,L,Beige,Winter,3.2,No,Credit Card,No,No,9,Monthly
3423,3424,33,Female,Footwear,71,M,Brown,Spring,3.8,No,Venmo,No,No,21,Bi-Weekly
3424,3425,33,Female,Accessories,64,L,Green,Summer,3.6,No,Venmo,No,No,23,Monthly
3425,3426,38,Female,Accessories,54,M,Blue,Summer,4.3,No,Bank Transfer,No,No,3,Bi-Weekly
3426,3427,47,Female,Clothing,35,XL,Magenta,Fall,4.8,No,PayPal,No,No,31,Annually
3427,3428,39,Female,Clothing,38,XL,Turquoise,Winter,2.5,No,Bank Transfer,No,No,44,Annually
3428,3429,32,Female,Accessories,69,M,Gray,Fall,2.5,No,Debit Card,No,No,20,Monthly
3429,3430,27,Female,Clothing,96,S,Purple,Winter,4.6,No,Debit Card,No,No,34,Weekly
3430,3431,67,Female,Clothing,73,M,Lavender,Winter,4.2,No,Credit Card,No,No,17,Every 3 Months
3431,3432,46,Female,Accessories,49,S,Green,Summer,4.2,No,Cash,No,No,20,Annually
3432,3433,36,Female,Footwear,44,M,Gray,Summer,4.8,No,Credit Card,No,No,46,Every 3 Months
3433,3434,62,Female,Clothing,93,M,Yellow,Spring,4.5,No,Cash,No,No,28,Annually
3434,3435,31,Female,Clothing,72,S,Orange,Summer,3.3,No,PayPal,No,No,6,Fortnightly
3435,3436,68,Female,Clothing,91,M,Beige,Summer,2.7,No,Debit Card,No,No,50,Bi-Weekly
3436,3437,57,Female,Accessories,83,L,Peach,Winter,2.8,No,Venmo,No,No,41,Monthly
3437,3438,22,Female,Outerwear,62,S,Green,Winter,3.5,No,Venmo,No,No,50,Annually
3438,3439,26,Female,Clothing,71,M,Violet,Fall,3.0,No,Debit Card,No,No,33,Monthly
3439,3440,43,Female,Accessories,93,M,Gray,Summer,4.5,No,Cash,No,No,25,Quarterly
3440,3441,45,Female,Accessories,63,L,Magenta,Fall,4.3,No,Credit Card,No,No,2,Weekly
3441,3442,64,Female,Clothing,96,XL,Charcoal,Fall,4.1,No,Debit Card,No,No,15,Annually
3442,3443,28,Female,Clothing,78,M,Violet,Spring,4.3,No,Venmo,No,No,12,Weekly
3443,3444,47,Female,Clothing,24,L,Silver,Summer,5.0,No,PayPal,No,No,28,Bi-Weekly
3444,3445,53,Female,Clothing,63,S,Green,Summer,3.8,No,Cash,No,No,12,Bi-Weekly
3445,3446,42,Female,Accessories,58,M,Magenta,Fall,4.9,No,Venmo,No,No,3,Annually
3446,3447,51,Female,Footwear,55,S,Purple,Spring,5.0,No,Debit Card,No,No,20,Weekly
3447,3448,62,Female,Footwear,58,M,Blue,Fall,4.3,No,Debit Card,No,No,3,Bi-Weekly
3448,3449,18,Female,Outerwear,28,S,Yellow,Winter,4.1,No,PayPal,No,No,32,Fortnightly
3449,3450,48,Female,Clothing,37,M,Brown,Spring,4.5,No,PayPal,No,No,35,Monthly
3450,3451,20,Female,Clothing,78,M,Pink,Spring,3.6,No,PayPal,No,No,31,Monthly
3451,3452,32,Female,Clothing,73,XL,Silver,Fall,3.0,No,Bank Transfer,No,No,13,Annually
3452,3453,26,Female,Outerwear,20,M,Indigo,Spring,3.7,No,Credit Card,No,No,3,Fortnightly
3453,3454,31,Female,Clothing,60,L,Pink,Winter,4.3,No,Venmo,No,No,48,Bi-Weekly
3454,3455,55,Female,Accessories,71,S,Lavender,Fall,4.6,No,Cash,No,No,15,Bi-Weekly
3455,3456,49,Female,Clothing,89,M,Orange,Fall,4.7,No,Bank Transfer,No,No,13,Annually
3456,3457,42,Female,Clothing,53,M,Red,Fall,4.6,No,Bank Transfer,No,No,21,Monthly
3457,3458,64,Female,Accessories,87,M,Gray,Summer,3.0,No,Bank Transfer,No,No,29,Fortnightly
3458,3459,68,Female,Accessories,37,L,Violet,Spring,3.4,No,PayPal,No,No,24,Quarterly
3459,3460,68,Female,Clothing,37,L,Green,Fall,3.8,No,Venmo,No,No,21,Annually
3460,3461,41,Female,Accessories,78,M,Gold,Spring,3.1,No,Credit Card,No,No,5,Bi-Weekly
3461,3462,51,Female,Footwear,23,S,Maroon,Spring,4.4,No,Venmo,No,No,47,Quarterly
3462,3463,44,Female,Clothing,73,L,Olive,Spring,4.5,No,Bank Transfer,No,No,34,Every 3 Months
3463,3464,27,Female,Accessories,27,M,Yellow,Fall,2.8,No,Debit Card,No,No,45,Fortnightly
3464,3465,36,Female,Outerwear,59,S,Peach,Winter,2.7,No,Debit Card,No,No,12,Annually
3465,3466,19,Female,Accessories,53,M,Gold,Spring,3.4,No,Bank Transfer,No,No,31,Weekly
3466,3467,49,Female,Clothing,42,S,Purple,Summer,4.6,No,Debit Card,No,No,43,Annually
3467,3468,18,Female,Accessories,45,M,Charcoal,Fall,5.0,No,Bank Transfer,No,No,5,Annually
3468,3469,36,Female,Accessories,89,S,Indigo,Winter,3.5,No,Credit Card,No,No,36,Quarterly
3469,3470,36,Female,Clothing,85,L,Magenta,Fall,3.3,No,Bank Transfer,No,No,12,Annually
3470,3471,19,Female,Outerwear,69,S,Olive,Summer,4.5,No,Cash,No,No,31,Bi-Weekly
3471,3472,43,Female,Footwear,66,S,Blue,Spring,3.1,No,Cash,No,No,31,Bi-Weekly
3472,3473,31,Female,Clothing,42,S,White,Summer,4.0,No,Bank Transfer,No,No,15,Weekly
3473,3474,63,Female,Clothing,40,M,Cyan,Spring,2.5,No,Credit Card,No,No,11,Weekly
3474,3475,41,Female,Clothing,82,M,Cyan,Winter,4.4,No,PayPal,No,No,18,Monthly
3475,3476,48,Female,Footwear,88,M,Orange,Spring,4.4,No,Debit Card,No,No,9,Quarterly
3476,3477,68,Female,Footwear,99,XL,Orange,Summer,3.2,No,Credit Card,No,No,11,Weekly
3477,3478,53,Female,Accessories,85,S,Teal,Spring,3.8,No,PayPal,No,No,38,Bi-Weekly
3478,3479,36,Female,Accessories,57,M,Magenta,Fall,4.6,No,PayPal,No,No,42,Quarterly
3479,3480,46,Female,Clothing,56,S,Orange,Summer,4.9,No,PayPal,No,No,41,Monthly
3480,3481,21,Female,Footwear,79,L,Peach,Winter,3.5,No,Cash,No,No,45,Monthly
3481,3482,52,Female,Clothing,67,S,Maroon,Summer,3.4,No,Credit Card,No,No,41,Bi-Weekly
3482,3483,66,Female,Accessories,61,M,Gold,Winter,3.9,No,Venmo,No,No,35,Weekly
3483,3484,19,Female,Clothing,37,L,White,Winter,3.9,No,Venmo,No,No,21,Every 3 Months
3484,3485,44,Female,Clothing,75,L,Gray,Fall,4.2,No,Debit Card,No,No,13,Bi-Weekly
